entry,format,width,height,mips,flags,kv3_version_hex,bytes
materials/particle/electrical_arc2/electrical_arc2.vtex_c,DXT5,256,512,3,0,0x00000001,174600
materials/particle/electrical_arc2/electrical_arc_2_05.vtex_c,DXT5,128,256,6,0,0x00000001,45748
materials/particle/electrical_arc_smooth/electrical_arc_smooth.vtex_c,DXT5,1024,1024,3,0,0x00000001,1378776
materials/particle/electrical_arc_white/electrical_arc_white.vtex_c,DXT5,1024,1024,3,0,0x00000001,1378840
materials/particle/electricity/electric_arc_stylized.vtex_c,BC7,1024,512,3,0,0x00000001,690472
materials/particle/electricity/electric_beam_arc_stylized.vtex_c,BC7,512,256,1,NO_LOD,0x00080001,133572
materials/particle/electricity/electric_beam_stylized.vtex_c,BC7,512,512,1,NO_LOD,0x00080001,264368
materials/particle/electricity/electricity_20.vtex_c,DXT5,512,512,8,0,0x00000001,351588
materials/particle/electricity/electricity_20_b.vtex_c,DXT1,512,512,8,0,0x00000001,176828
materials/particle/electricity/electricity_20_b_white.vtex_c,DXT1,256,256,7,0,0x00000001,45912
materials/particle/electricity/electricity_20_c.vtex_c,DXT1,512,512,8,0,0x00000001,176828
materials/particle/electricity/electricity_20_d.vtex_c,DXT1,512,512,8,0,0x00000001,176828
materials/particle/electricity/electricity_22_a.vtex_c,DXT5,128,512,6,0,0x00000001,89428
materials/particle/electricity/electricity_22_c.vtex_c,DXT5,128,512,6,0,0x00000001,89428
materials/particle/electricity/electricity_22_d.vtex_c,DXT5,128,512,6,0,0x00000001,89428
materials/particle/electricity/electricity_27_a.vtex_c,DXT1,256,512,7,0,0x00000001,89444
materials/particle/electricity/electricity_28_a.vtex_c,DXT1,256,512,7,0,0x00000001,89444
materials/particle/electricity/electricity_beam_white_a.vtex_c,DXT5,128,512,6,0,0x00000001,89428
materials/particle/electricity/electricity_stylized.vtex_c,BC7,128,512,1,NO_LOD,0x00080001,67744
materials/particle/environment/health_pack_aoe_heal_ground_projected_vmat_g_tnormalroughness_2984f4a9.vtex_c,BC7,4,4,1,0,0x00000001,2112
materials/particle/environment/health_pack_aoe_heal_ground_projected_vmat_g_tselfillum_670d93d.vtex_c,DXT1,4,4,1,0,0x00000001,2024
materials/particle/environment/health_pack_heal_aoe_ground_psd_316fdf56.vtex_c,BC7,512,512,8,0,0x00000001,351652
materials/particle/environment/health_pack_projectile_core_vmat_g_tnormalroughness_53b47c48.vtex_c,BC7,4,4,1,0,0x00000001,2320
materials/particle/environment/health_pack_vessel_interior_vmat_g_tnormalroughness_53b47c48.vtex_c,BC7,4,4,1,0,0x00000001,2320
materials/particle/environment/soul_jar_summon_tornado_model_vmat_g_tnormalroughness_53b47c48.vtex_c,BC7,4,4,1,0,0x00000001,2272
materials/particle/environment/soul_jar_summon_tornado_model_vmat_g_tselfillummask_2b2ebb3f.vtex_c,ATI1N,4,4,1,0,0x00000001,1976
materials/particle/environment/soul_jar_summon_tornado_outer_model_vmat_g_tnormalroughness_53b47c48.vtex_c,BC7,4,4,1,0,0x00000001,2272
materials/particle/erode/erode_caustic_channel_pack.vtex_c,DXT1,256,256,1,NO_LOD,0x00080001,34900
materials/particle/erode/erode_cellular.vtex_c,DXT5,512,512,1,NO_LOD,0x00080001,264260
materials/particle/events/christmas/snowball_projectile_impact_ground_projected_vmat_g_tnormalroughness_d52512a9.vtex_c,BC7,4,4,1,0,0x00000001,2112
materials/particle/events/fireworks/fireworks_explosion_shockwave_sphere_vmat_g_tnormalroughness_d52512a9.vtex_c,BC7,4,4,1,0,0x00000001,2112
materials/particle/explosion/fireball/explosion_fireball.vtex_c,BC7,4096,4096,3,0,0x00000001,22024476
materials/particle/explosion/fireball/explosion_fireball_ec.vtex_c,BC7,4096,4096,3,0,0x00000001,22024476
materials/particle/explosion/fireball/explosion_fireball_mv.vtex_c,BC7,4096,4096,3,0,0x00000001,22024616
materials/particle/feathers/feather_01.vtex_c,DXT5,128,128,1,NO_LOD,0x00080001,18468
materials/particle/fire/fire_beam/flame_beam.vtex_c,BC7,512,512,8,0,0x00000001,351728
materials/particle/fire/fire_burst/fire_burst.vtex_c,DXT5,1024,1024,2,0,0x00000001,1317468
materials/particle/fire/fire_ethereal/fire_ethereal.vtex_c,DXT5,2048,2048,1,NO_LOD,0x00080001,4199404
materials/particle/fire/fire_loop/stylized_fire_loop.vtex_c,BC7,4096,2048,3,0,0x00000001,11016072
materials/particle/fire/fire_loop/stylized_fire_loop_oflow.vtex_c,BC7,2048,1024,3,0,0x00000001,2758676
materials/particle/fire/fire_stylized/fire_stylized_licks.vtex_c,BC7,512,512,2,0,0x00000001,330292
materials/particle/fire/fire_stylized/stylized_flame_burst.vtex_c,DXT5,2048,1024,1,NO_LOD,0x00080001,2101480
materials/particle/fire/fireball/fireball.vtex_c,DXT5,2048,1024,1,NO_LOD,0x00080001,2101140
materials/particle/fire/flame_ball/fire_particle_1.vtex_c,DXT5,2048,1024,3,0,0x00000001,2759180
materials/particle/fire/scenes/ground_ember.vtex_c,DXT5,1024,1024,3,0,0x00000001,1382196
materials/particle/fire_particle_10/fire_particle_10_low.vtex_c,DXT5,2048,1024,3,0,0x00000001,2819324
materials/particle/fire_particle_10/fire_particle_10_low_white.vtex_c,DXT5,2048,1024,3,0,0x00000001,2819340
materials/particle/fire_particle_2/fire_particle_2.vtex_c,DXT5,1024,512,2,0,0x00000001,661936
materials/particle/fire_particle_4/blue_particle_4.vtex_c,DXT5,1024,1024,3,0,0x00000001,1392908
materials/particle/fire_particle_4/fire_particle_4_flat.vtex_c,DXT5,1024,1024,3,0,0x00000001,1384716
materials/particle/flames/flame_ethereal.vtex_c,DXT5,2048,2048,1,NO_LOD,0x00080001,4199404
materials/particle/flames/flame_puff.vtex_c,DXT5,2048,2048,1,NO_LOD,0x00080001,4199344
materials/particle/flames/flame_shape.vtex_c,DXT5,1024,1024,1,NO_LOD,0x00080001,1051064
materials/particle/fluids/beam_blood_spray_01.vtex_c,DXT5,256,512,2,0,0x00000001,166048
materials/particle/fluids/blood_spray_0.vtex_c,DXT5,2048,1024,3,0,0x00000001,2757132
materials/particle/fluids/blood_spray_2.vtex_c,DXT5,2048,1024,3,0,0x00000001,2757132
materials/particle/fluids/blood_spray_3.vtex_c,DXT5,2048,1024,3,0,0x00000001,2757132
materials/particle/fluids/fluid_burst/fluid_burst.vtex_c,DXT5,4096,4096,1,NO_LOD,0x00080001,16780096
materials/particle/generic/generic_arrow.vtex_c,DXT5,256,256,7,0,0x00000001,89444
materials/particle/generic/generic_arrow_beam.vtex_c,DXT5,256,512,7,0,0x00000001,176960
materials/particle/generic/generic_aura_aoe_vmat_g_tnormalroughness_a27ea1b2.vtex_c,BC7,4,4,1,0,0x00000001,2272
materials/particle/generic/generic_blinded.vtex_c,BC7,256,256,7,0,0x00000001,89584
materials/particle/generic/generic_brackets.vtex_c,BC7,512,512,8,0,0x00000001,351588
materials/particle/generic/generic_bullet_dmg_icon.vtex_c,BC7,256,256,7,0,0x00000001,89584
materials/particle/generic/generic_chevron_arrow.vtex_c,BC7,128,128,6,0,0x00000001,24048
materials/particle/generic/generic_disarmed_icon.vtex_c,BC7,512,512,8,0,0x00000001,351588
materials/particle/generic/generic_healing_hand.vtex_c,BC7,512,512,8,0,0x00000001,351588
materials/particle/generic/generic_icons.vtex_c,DXT5,256,256,2,0,0x00000001,84292
materials/particle/generic/generic_immobilize_icon.vtex_c,BC7,256,256,7,0,0x00000001,89444
materials/particle/generic/generic_low_ammo_icon.vtex_c,BC7,512,512,8,0,0x00000001,351728
materials/particle/generic/generic_melee_dmg_icon.vtex_c,BC7,256,256,7,0,0x00000001,89584
materials/particle/generic/generic_powerup_icons.vtex_c,DXT5,512,256,2,0,0x00000001,167396
materials/particle/generic/generic_rangefinder_projected_vmat_g_tnormalroughness_a27ea1b2.vtex_c,BC7,4,4,1,0,0x00000001,2272
materials/particle/generic/generic_rangefinder_psd_93e87dab.vtex_c,BC7,2048,2048,10,0,0x00000001,5594468
materials/particle/generic/generic_ring_wave_projected_vmat_g_tnormalroughness_a27ea1b2.vtex_c,BC7,4,4,1,0,0x00000001,2272
materials/particle/generic/generic_shockwave_ring_vmat_g_tnormalroughness_86422746.vtex_c,BC7,4,4,1,0,0x00000001,2128
materials/particle/generic/generic_sigil_aoe.vtex_c,BC7,1024,1024,9,0,0x00000001,1400212
materials/particle/generic/generic_sigil_aoe_psd_3b2c1c78.vtex_c,BC7,1024,1024,9,0,0x00000001,1400212
materials/particle/generic/generic_silence_icon.vtex_c,BC7,256,256,7,0,0x00000001,89584
materials/particle/generic/generic_sleep_icon.vtex_c,BC7,128,64,1,0,0x00000001,10676
materials/particle/generic/generic_soul_escaped.vtex_c,BC7,256,256,7,0,0x00000001,89444
materials/particle/generic/generic_soul_processing.vtex_c,DXT5,256,256,7,0,0x00000001,89584
materials/particle/generic/generic_sphere_ring_vmat_g_tnormalroughness_86422746.vtex_c,BC7,4,4,1,0,0x00000001,2064
materials/particle/generic/generic_targets.vtex_c,BC7,512,512,1,0,0x00000001,264212
materials/particle/generic/generic_targets_b.vtex_c,BC7,512,512,1,0,0x00000001,264212
materials/particle/generic/generic_vision.vtex_c,DXT5,256,256,7,0,0x00000001,89444
materials/particle/generic/generic_warning_icon.vtex_c,BC7,32,32,4,0,0x00000001,3428
materials/particle/geometric/hexagon.vtex_c,BC7,256,256,7,0,0x00000001,89584
materials/particle/geometric/hexagon_group.vtex_c,BC7,512,256,2,0,0x00000001,166340
materials/particle/geometric/hexagon_outline.vtex_c,BC7,512,512,8,0,0x00000001,351588
materials/particle/geometric/hexagon_weave.vtex_c,BC7,512,512,8,0,0x00000001,351588
materials/particle/geometric/tarot_card_frame_edge.vtex_c,BC7,512,512,8,0,0x00000001,351588
materials/particle/geometric/triangle_psd_555a5543.vtex_c,BC7,512,512,8,0,0x00000001,351588
materials/particle/glows/glow01.vtex_c,DXT5,256,256,1,0,0x00000001,67588
materials/particle/glows/glow02.vtex_c,DXT5,512,512,1,0,0x00000001,264196
materials/particle/glows/glow03.vtex_c,DXT5,256,256,1,0,0x00000001,67588
materials/particle/glows/glow03_tga_c3372586.vtex_c,BC7,256,256,7,0,0x00000001,89428
materials/particle/glows/glow04.vtex_c,DXT5,512,512,1,0,0x00000001,264196
materials/particle/glows/glow05.vtex_c,DXT5,256,256,1,0,0x00000001,67588
materials/particle/glows/glow06.vtex_c,DXT5,256,256,1,0,0x00000001,67588
materials/particle/glows/glow07.vtex_c,DXT1,256,256,1,0,0x00000001,34820
materials/particle/glows/glow_alpha.vtex_c,DXT5,256,256,1,NO_LOD,0x00080001,67604
materials/particle/glows/glow_anamorphic01.vtex_c,DXT5,512,512,1,0,0x00000001,264212
materials/particle/glows/glow_anamorphic02.vtex_c,DXT5,512,512,1,0,0x00000001,264212
materials/particle/glows/glow_falloff_psd_6da4fcaf.vtex_c,BC7,512,512,8,0,0x00000001,351636
materials/particle/glows/glow_large_medium.vtex_c,BC7,512,512,8,0,0x00000001,351728
materials/particle/glows/glow_large_tight.vtex_c,BC7,512,512,8,0,0x00000001,351728
materials/particle/glows/glow_vertical.vtex_c,DXT1,512,512,1,NO_LOD,0x00080001,133156
materials/particle/glows/lens_flare/lens_flare.vtex_c,DXT5,1024,1024,1,NO_LOD,0x00080001,1051736
materials/particle/glyphs/astrological_ring.vtex_c,BC7,512,512,1,0,0x00000001,264212
materials/particle/glyphs/citadel_glyph.vtex_c,BC7,256,128,1,NO_LOD,0x00080001,35588
materials/particle/glyphs/deadlock_glyphs.vtex_c,BC7,512,512,1,NO_LOD,0x00080001,265988
materials/particle/glyphs/glyph1.vtex_c,DXT5,256,256,3,0,0x00000001,89592
materials/particle/glyphs/glyph3.vtex_c,DXT5,256,256,3,0,0x00000001,89672
materials/particle/glyphs/glyph4_2.vtex_c,DXT5,512,512,3,0,0x00000001,353384
materials/particle/glyphs/glyph_rose_01.vtex_c,DXT5,256,256,1,NO_LOD,0x00080001,67760
materials/particle/glyphs/runes_darkmagic.vtex_c,DXT5,1024,1024,3,0,0x00000001,1379004
materials/particle/glyphs/symbol_knot_shield.vtex_c,BC7,256,256,7,0,0x00000001,89632
materials/particle/glyphs/zodiac_signs.vtex_c,BC7,256,256,1,0,0x00000001,68104
materials/particle/gradients/gradient_bw_01_psd_1598a628.vtex_c,BC7,512,512,8,0,0x00000001,351636
materials/particle/gradients/gradient_flame_psd_55352200.vtex_c,BC7,512,512,8,0,0x00000001,351668
materials/particle/ground/ground_burst_selfillum_psd_79ba6145.vtex_c,DXT1,1024,1024,9,0,0x00000001,701100
materials/particle/ground/ground_burst_selfillum_psd_8559150e.vtex_c,BC7,1024,1024,9,0,0x00000001,1400164
materials/particle/ground/ground_cracks.vtex_c,DXT5,512,256,3,0,0x00000001,174376
materials/particle/ground/ground_crater_normal_psd_5a44ea7.vtex_c,BC7,1024,1024,9,0,0x00000001,1400228
materials/particle/ground/ground_crater_trans_psd_235b8fd1.vtex_c,DXT1,1024,1024,9,0,0x00000001,701100
materials/particle/ground/ground_crater_trans_psd_70574a19.vtex_c,BC7,1024,1024,9,0,0x00000001,1400164
materials/particle/ground/ground_frost_projected_psd_6ed4c641.vtex_c,BC7,1024,1024,9,0,0x00000001,1400164
materials/particle/ground/ground_lava_crack.vtex_c,BC7,512,512,8,0,0x00000001,351728
materials/particle/ground/ground_lava_crack_psd_6a4eaf57.vtex_c,DXT1,1024,1024,9,0,0x00000001,701100
materials/particle/ground/ground_network.vtex_c,DXT5,1024,1024,9,0,0x00000001,1400304
materials/particle/ground/ground_network_png_5f72a86a.vtex_c,BC7,1024,1024,9,0,0x00000001,1400304
materials/particle/ground/ground_radial_crack_normal_psd_e43862e.vtex_c,BC7,1024,1024,9,0,0x00000001,1400228
materials/particle/ground/ground_radial_crack_psd_55dadc0c.vtex_c,DXT1,1024,1024,9,0,0x00000001,701100
materials/particle/ground/ground_radial_crack_psd_e719565b.vtex_c,BC7,1024,1024,9,0,0x00000001,1400164
materials/particle/ground/ground_scorch_projected_vmat_g_tnormalroughness_d52512a9.vtex_c,BC7,4,4,1,0,0x00000001,2064
materials/particle/ground/ground_splatter_psd_b3ea725d.vtex_c,BC7,512,512,8,0,0x00000001,351588
materials/particle/ground/ground_streak_bookworm_psd_5a44028c.vtex_c,DXT1,2048,2048,10,0,0x00000001,2798300
materials/particle/ground/ground_streak_bookworm_psd_da339ff8.vtex_c,BC7,2048,2048,10,0,0x00000001,5594516
materials/particle/ground/ground_water_radial_02_psd_bf3cd4dc.vtex_c,BC7,1024,1024,9,0,0x00000001,1400212
materials/particle/ground/terrain_pools_normal_tga_940ed442.vtex_c,BC7,512,512,8,0,0x00000001,351700
materials/particle/ground/terrain_pools_normal_tga_c59f7412.vtex_c,BC7,512,512,8,0,0x00000001,351652
materials/particle/ground/terrain_pools_normal_tga_f874ed12.vtex_c,BC7,512,512,8,0,0x00000001,351652
materials/particle/ground/terrain_pools_trans_tga_473a9017.vtex_c,BC7,512,512,8,0,0x00000001,351588
materials/particle/ground/ground_impact/ground_impact_bright_core_mask_psd_bc716e21.vtex_c,BC7,2048,2048,10,0,0x00000001,5594484
materials/particle/ground/ground_impact/ground_impact_color_png_7160e1c0.vtex_c,BC7,2048,2048,10,0,0x00000001,5594580
materials/particle/ground/ground_impact/ground_impact_color_png_f27b39ab.vtex_c,BC7,2048,2048,10,0,0x00000001,5594628
materials/particle/ground/ground_impact/ground_impact_illum_png_5af19eb5.vtex_c,BC7,2048,2048,10,0,0x00000001,5594532
materials/particle/ground/ground_impact/ground_impact_illum_png_acf93a7.vtex_c,DXT1,2048,2048,10,0,0x00000001,2798316
materials/particle/ground/ground_impact/ground_impact_illum_png_d06a245c.vtex_c,ATI1N,2048,2048,10,0,0x00000001,2798316
materials/particle/ground/ground_impact/ground_impact_normal_png_9896849d.vtex_c,BC7,2048,2048,10,0,0x00000001,5594596
materials/particle/ground/ground_impact/ground_impact_normal_png_c1d815ad.vtex_c,BC7,2048,2048,10,0,0x00000001,5594532
materials/particle/ground/ground_impact/ground_impact_trans_png_57679211.vtex_c,BC7,2048,2048,10,0,0x00000001,5594532
materials/particle/ice/ice_bits.vtex_c,DXT5,512,512,1,NO_LOD,0x00080001,264212
materials/particle/ice/ice_falloff_ring_psd_ca9ab3fb.vtex_c,BC7,512,512,8,0,0x00000001,351588
materials/particle/ice/ice_seamless.vtex_c,DXT1,1024,1024,1,NO_LOD,0x00080001,526372
materials/particle/ice/ice_seamless_psd_9671375c.vtex_c,BC7,1024,1024,9,0,0x00000001,1400164
materials/particle/ice/ice_sphere_vmat_g_tnormalroughness_d52512a9.vtex_c,BC7,4,4,1,0,0x00000001,2064
materials/particle/ice/ice_sphere_vmat_g_tselfillummask_2b2ebb3f.vtex_c,ATI1N,4,4,1,0,0x00000001,1976
materials/particle/impact/fleks2.vtex_c,DXT5,256,256,3,0,0x00000001,91208
materials/particle/impact/fleks3.vtex_c,DXT5,128,128,1,0,0x00000001,30932
materials/particle/impact/fleks_ember.vtex_c,DXT5,128,128,1,0,0x00000001,30948
materials/particle/impact/fleks_glow.vtex_c,DXT5,128,128,1,0,0x00000001,30932
materials/particle/impact/impact_burst.vtex_c,DXT5,512,512,1,NO_LOD,0x00080001,264228
materials/particle/impact/impact_jagged.vtex_c,DXT5,256,256,1,NO_LOD,0x00080001,67668
materials/particle/juggernaut/juggernaut_blade_fury.vtex_c,DXT5,1024,512,3,0,0x00000001,691128
materials/particle/lanaya/lanaya_psionic_dagger.vtex_c,DXT5,128,128,6,0,0x00000001,24048
materials/particle/lanaya/lanaya_psionic_dagger_flip.vtex_c,DXT5,64,128,5,0,0x00000001,13136
materials/particle/lanaya/lanaya_psionic_focal_flip.vtex_c,DXT5,64,64,5,0,0x00000001,7680
materials/particle/lanaya/lanaya_psionic_trap.vtex_c,DXT5,256,256,7,0,0x00000001,89584
materials/particle/lanaya/lanaya_psionic_trap_color_psd_f830200c.vtex_c,BC7,256,256,7,0,0x00000001,89648
materials/particle/lanaya/lanaya_psionic_trap_scorch_mark_color_tga_f9476118.vtex_c,BC7,512,512,8,0,0x00000001,351652
materials/particle/lanaya/lanaya_refract_outline_hit.vtex_c,DXT5,512,512,8,0,0x00000001,351604
materials/particle/lanaya/lanaya_refract_outline_single.vtex_c,DXT5,512,512,8,0,0x00000001,351604
materials/particle/lanaya/lanaya_refract_outline_single_normal_tga_2edbe08e.vtex_c,DXT5,512,512,8,0,0x00000001,351604
materials/particle/lanaya/lanaya_weapon_ani.vtex_c,DXT5,512,256,2,0,0x00000001,166468
materials/particle/lanaya/plasma_flame.vtex_c,DXT5,1024,1024,2,0,0x00000001,1319372
materials/particle/lasers/laser_chromatic_aberration.vtex_c,DXT1,128,256,1,0,0x00000001,18468
materials/particle/last_hit/last_hit_msg.vtex_c,DXT5,512,512,3,0,0x00000001,348472
materials/particle/lava_blasts/lava_bits.vtex_c,DXT5,256,256,3,0,0x00000001,88584
materials/particle/lava_blasts/lava_blast.vtex_c,DXT5,1024,512,1,0,0x00000001,533092
materials/particle/lava_blasts/lava_drops.vtex_c,DXT5,32,32,2,0,0x00000001,3924
materials/particle/lava_blasts/lava_gloops.vtex_c,DXT5,256,256,1,0,0x00000001,70380
materials/particle/lava_blasts/lava_glow.vtex_c,DXT5,128,128,3,0,0x00000001,24008
materials/particle/lava_blasts/lava_projected_glow_color_tga_337dc034.vtex_c,BC7,512,512,8,0,0x00000001,351668
materials/particle/lava_blasts/lava_projected_glow_color_tga_56ed86a8.vtex_c,BC7,256,256,7,0,0x00000001,89508
materials/particle/lava_blasts/lava_projected_glow_color_tga_d5a24a90.vtex_c,BC7,1024,1024,9,0,0x00000001,1400244
materials/particle/lava_blasts/lava_projected_glow_color_tga_dc448734.vtex_c,BC7,64,64,5,0,0x00000001,7588
materials/particle/lava_blasts/lava_projected_glow_trans_tga_100d69be.vtex_c,BC7,64,64,5,0,0x00000001,7540
materials/particle/lava_blasts/lava_projected_glow_trans_tga_7ccfd6b9.vtex_c,DXT1,64,64,5,0,0x00000001,4796
materials/particle/lava_blasts/lava_projected_glow_trans_tga_81fbf575.vtex_c,BC7,64,64,5,0,0x00000001,7652
materials/particle/lava_blasts/lava_projected_glow_vmat_g_tnormalroughness_a27ea1b2.vtex_c,BC7,4,4,1,0,0x00000001,2272
materials/particle/lens_flare/flare_polar.vtex_c,DXT5,512,512,1,NO_LOD,0x00080001,264212
materials/particle/lens_flare/lens_flare.vtex_c,DXT5,1024,1024,3,0,0x00000001,1379384
materials/particle/lens_flare/lensflare_horizontal.vtex_c,DXT1,1024,1024,1,NO_LOD,0x00080001,526420
materials/particle/lens_flare/rainbow_streak.vtex_c,DXT5,512,512,2,0,0x00000001,330404
materials/particle/lens_flare/pro_flares/pro_flares.vtex_c,DXT5,1024,1024,3,0,0x00000001,1378712
materials/particle/lightrays/lightray_branches.vtex_c,DXT1,256,512,1,NO_LOD,0x00080001,67652
materials/particle/lightrays/lightray_edge.vtex_c,DXT5,256,512,1,NO_LOD,0x00080001,133188
materials/particle/lightrays/lightray_tight_edge.vtex_c,BC7,256,512,7,0,0x00000001,176868
materials/particle/liquid/images/liquid_droplet.vtex_c,DXT5,1024,2048,1,NO_LOD,0x00080001,2100360
materials/particle/mask/mask_erode_cells.vtex_c,DXT5,512,512,1,NO_LOD,0x00080001,264260
materials/particle/mask/mask_erode_circular.vtex_c,DXT5,512,512,1,NO_LOD,0x00080001,264276
materials/particle/mask/mask_erode_smoke.vtex_c,BC7,512,512,8,0,0x00000001,351588
materials/particle/mask/mask_erode_soft.vtex_c,BC7,512,512,8,0,0x00000001,351728
materials/particle/mask/mask_poles_spherical_psd_1e888064.vtex_c,ATI1N,256,256,7,0,0x00000001,45740
materials/particle/mask/mask_radial_quarter.vtex_c,DXT5,256,256,7,0,0x00000001,89584
materials/particle/mask/mask_radial_quarter_ring.vtex_c,BC7,256,256,7,0,0x00000001,89584
materials/particle/mask/mask_shear_top_psd_9b7639cf.vtex_c,ATI1N,512,512,8,0,0x00000001,176844
materials/particle/mask/mask_streaks.vtex_c,BC7,512,512,8,0,0x00000001,351712
materials/particle/mask/mask_vignette.vtex_c,BC7,256,256,7,0,0x00000001,89584
materials/particle/mask/mask_vignette_warp.vtex_c,BC7,256,256,7,0,0x00000001,89584
materials/particle/mask/stylized_fire.vtex_c,DXT5,256,256,7,0,0x00000001,89584
materials/particle/mask/mask_erode/mask_erode.vtex_c,BC7,2048,1024,2,0,0x00000001,2624984
materials/particle/mask/paper/paper_torn_mask.vtex_c,BC7,1024,1024,3,0,0x00000001,1378712
materials/particle/model/anvil_model_fx_vmat_g_ttintmaskrimlightmask_5e321606.vtex_c,ATI2N,4,4,1,0,0x00000001,2240
materials/particle/model/generic_grey_vmat_g_tcolor_6f80efb5.vtex_c,BC7,4,4,1,0,0x00000001,2192
materials/particle/model/mother_water_color_psd_9748b391.vtex_c,BC7,2048,2048,10,0,0x00000001,5594596
materials/particle/model/mother_water_puddle_vmat_g_tmetalness_e9052f71.vtex_c,ATI1N,4,4,1,0,0x00000001,2024
materials/particle/model/mother_water_puddle_vmat_g_tnormalroughness_53b47c48.vtex_c,BC7,4,4,1,0,0x00000001,2320
materials/particle/model/mother_water_puddle_vmat_g_tnprtransmissivecolor_e89cb8bc.vtex_c,BC7,4,4,1,0,0x00000001,2032
materials/particle/model/mother_water_puddle_vmat_g_ttintmaskrimlightmask_1b18fef3.vtex_c,ATI2N,4,4,1,0,0x00000001,2032
materials/particle/model/rejuv_pyramid_crystal_solid_vmat_g_tcolor_7d46cca1.vtex_c,BC7,4,4,1,0,0x00000001,2032
materials/particle/model/rejuv_pyramid_crystal_solid_vmat_g_tglass_2b2ebb3f.vtex_c,ATI1N,4,4,1,0,0x00000001,2024
materials/particle/model/rejuv_pyramid_crystal_vmat_g_tcolor_c90ffdcc.vtex_c,BC7,4,4,1,0,0x00000001,1984
materials/particle/model/rejuv_pyramid_crystal_vmat_g_tglass_2b2ebb3f.vtex_c,ATI1N,4,4,1,0,0x00000001,1976
materials/particle/model/rejuv_pyramid_vmat_g_tnormalroughness_d52512a9.vtex_c,BC7,4,4,1,0,0x00000001,2064
materials/particle/model/rejuv_pyramid_vmat_g_tselfillummask_2b2ebb3f.vtex_c,ATI1N,4,4,1,0,0x00000001,1976
materials/particle/model/self_illum_hot_orange_vmat_g_tambientocclusion_9782fd5c.vtex_c,ATI1N,4,4,1,0,0x00000001,1976
materials/particle/model/self_illum_hot_orange_vmat_g_tcolor_139d902a.vtex_c,BC7,4,4,1,0,0x00000001,1984
materials/particle/model/self_illum_hot_orange_vmat_g_tselfillummask_2b2ebb3f.vtex_c,ATI1N,4,4,1,0,0x00000001,1976
materials/particle/model/white_additive_vmat_g_tcolor_a84e2808.vtex_c,BC7,4,4,1,0,0x00000001,2000
materials/particle/model/white_self_illum_expression_vmat_g_tambientocclusion_9782fd5c.vtex_c,ATI1N,4,4,1,0,0x00000001,2024
materials/particle/model/white_self_illum_expression_vmat_g_tcolor_e46e7283.vtex_c,BC7,4,4,1,0,0x00000001,2032
materials/particle/model/white_self_illum_expression_vmat_g_tselfillummask_2b2ebb3f.vtex_c,ATI1N,4,4,1,0,0x00000001,2024
materials/particle/model/white_self_illum_var_trans_additive_vmat_g_tambientocclusion_9782fd5c.vtex_c,ATI1N,4,4,1,0,0x00000001,2024
materials/particle/model/white_self_illum_var_trans_additive_vmat_g_tcolor_a84e2808.vtex_c,BC7,4,4,1,0,0x00000001,2000
materials/particle/model/white_self_illum_var_trans_additive_vmat_g_tmetalness_e9052f71.vtex_c,ATI1N,4,4,1,0,0x00000001,2024
materials/particle/model/white_self_illum_var_trans_additive_vmat_g_tnormalroughness_a27ea1b2.vtex_c,BC7,4,4,1,0,0x00000001,2272
materials/particle/model/white_self_illum_var_trans_additive_vmat_g_tselfillummask_2b2ebb3f.vtex_c,ATI1N,4,4,1,0,0x00000001,1976
materials/particle/model/white_self_illum_var_trans_additive_vmat_g_ttintmask_2b2ebb3f.vtex_c,ATI1N,4,4,1,0,0x00000001,1960
materials/particle/model/white_self_illum_var_trans_vmat_g_tcolor_a84e2808.vtex_c,BC7,4,4,1,0,0x00000001,2000
materials/particle/model/white_self_illum_var_trans_vmat_g_tnormalroughness_a27ea1b2.vtex_c,BC7,4,4,1,0,0x00000001,2272
materials/particle/model/white_self_illum_var_trans_vmat_g_tselfillummask_2b2ebb3f.vtex_c,ATI1N,4,4,1,0,0x00000001,1976
materials/particle/model/white_self_illum_var_trans_vmat_g_ttintmask_2b2ebb3f.vtex_c,ATI1N,4,4,1,0,0x00000001,1960
materials/particle/model/white_self_illum_var_vmat_g_tambientocclusion_9782fd5c.vtex_c,ATI1N,4,4,1,0,0x00000001,2024
materials/particle/model/white_self_illum_var_vmat_g_tcolor_7d46cca1.vtex_c,BC7,4,4,1,0,0x00000001,1984
materials/particle/model/white_self_illum_var_vmat_g_tnormalroughness_2984f4a9.vtex_c,BC7,4,4,1,0,0x00000001,2112
materials/particle/model/white_self_illum_var_vmat_g_tselfillummask_2b2ebb3f.vtex_c,ATI1N,4,4,1,0,0x00000001,1976
materials/particle/model/white_self_illum_var_vmat_g_ttintmask_2b2ebb3f.vtex_c,ATI1N,4,4,1,0,0x00000001,1960
materials/particle/model/white_self_illum_vmat_g_tambientocclusion_9782fd5c.vtex_c,ATI1N,4,4,1,0,0x00000001,1976
materials/particle/model/white_self_illum_vmat_g_tcolor_e46e7283.vtex_c,BC7,4,4,1,0,0x00000001,1984
materials/particle/model/white_self_illum_vmat_g_tselfillummask_2b2ebb3f.vtex_c,ATI1N,4,4,1,0,0x00000001,1976
materials/particle/modifiers/invis_reveal_projected_vmat_g_tnormalroughness_a27ea1b2.vtex_c,BC7,4,4,1,0,0x00000001,2272
