entry,format,width,height,mips,flags,kv3_version_hex,bytes
models/heroes_wip/mcginnis/mcginnis_weapon/materials/mcginnis_weapon_vmat_g_tnproutlinemask_2b2ebb3f.vtex_c,ATI1N,4,4,1,0,0x00000001,2024
models/heroes_wip/mcginnis/turret/materials/mcginnis_turret_ao_png_66985ffb.vtex_c,BC7,2048,2048,10,0,0x00000001,5594532
models/heroes_wip/mcginnis/turret/materials/mcginnis_turret_ao_png_b9bee71b.vtex_c,ATI2N,2048,2048,10,0,0x00000001,5594704
models/heroes_wip/mcginnis/turret/materials/mcginnis_turret_ao_png_fe9f2c48.vtex_c,ATI1N,2048,2048,3,0,0x00000001,2754612
models/heroes_wip/mcginnis/turret/materials/mcginnis_turret_color_png_44a808f5.vtex_c,BC7,2048,2048,10,0,0x00000001,5594564
models/heroes_wip/mcginnis/turret/materials/mcginnis_turret_emissive_png_3c9b783f.vtex_c,ATI1N,2048,2048,10,0,0x00000001,2798316
models/heroes_wip/mcginnis/turret/materials/mcginnis_turret_normal_png_8104ef87.vtex_c,BC7,2048,2048,10,0,0x00000001,5594644
models/heroes_wip/mcginnis/turret/materials/turret_preview_bad_vmat_g_tselfillummask_2b2ebb3f.vtex_c,ATI1N,4,4,1,0,0x00000001,2024
models/heroes_wip/mcginnis/turret/materials/turret_preview_good_vmat_g_tselfillummask_2b2ebb3f.vtex_c,ATI1N,4,4,1,0,0x00000001,2024
models/heroes_wip/necro/materials/necro_bag_ao_tga_1f4ea383.vtex_c,ATI1N,4096,4096,3,0,0x00000001,11012148
models/heroes_wip/necro/materials/necro_bag_color_tga_48c5c08b.vtex_c,BC7,4096,4096,11,0,0x00000001,22371764
models/heroes_wip/necro/materials/necro_bag_rough_tga_697036a8.vtex_c,BC7,4096,4096,11,0,0x00000001,22371876
models/heroes_wip/necro/materials/necro_bag_vmat_g_tnproutlinemask_cd0e60c.vtex_c,ATI1N,4,4,1,0,0x00000001,2024
models/heroes_wip/necro/materials/necro_bag_vmat_g_tnprtransmissivecolor_14e3e249.vtex_c,BC7,4,4,1,0,0x00000001,2032
models/heroes_wip/necro/materials/necro_bag_vmat_g_ttintmaskrimlightmask_bfc625d8.vtex_c,ATI2N,4,4,1,0,0x00000001,2240
models/heroes_wip/necro/materials/necro_eye_color_psd_e9b75ce8.vtex_c,BC7,512,512,8,0,0x00000001,351700
models/heroes_wip/necro/materials/necro_eye_vmat_g_tnormalroughness_58ee725f.vtex_c,BC7,4,4,1,0,0x00000001,2320
models/heroes_wip/necro/materials/necro_eye_vmat_g_ttintmaskrimlightmask_831b3fdc.vtex_c,ATI2N,4,4,1,0,0x00000001,2240
models/heroes_wip/necro/materials/necro_flame_effect_hand_vmat_g_tnormalroughness_53b47c48.vtex_c,BC7,4,4,1,0,0x00000001,2320
models/heroes_wip/necro/materials/necro_flame_effect_hand_vmat_g_tselfillummask_2b2ebb3f.vtex_c,ATI1N,4,4,1,0,0x00000001,2024
models/heroes_wip/necro/materials/necro_flame_effect_vmat_g_tnormalroughness_53b47c48.vtex_c,BC7,4,4,1,0,0x00000001,2320
models/heroes_wip/necro/materials/necro_flame_effect_vmat_g_tselfillummask_2b2ebb3f.vtex_c,ATI1N,4,4,1,0,0x00000001,2024
models/heroes_wip/necro/materials/necro_flame_jitter_mask_psd_7c341369.vtex_c,ATI1N,512,512,8,0,0x00000001,176876
models/heroes_wip/necro/materials/necro_flame_jitter_mask_psd_cfc5ae88.vtex_c,ATI1N,512,512,1,0,0x00000001,133188
models/heroes_wip/necro/materials/necro_gravestone_ao_tga_90487b2a.vtex_c,ATI1N,2048,2048,3,0,0x00000001,2754768
models/heroes_wip/necro/materials/necro_gravestone_color_tga_8a0745c.vtex_c,BC7,2048,2048,10,0,0x00000001,5594656
models/heroes_wip/necro/materials/necro_gravestone_selfillum_tga_531ff829.vtex_c,ATI1N,2048,2048,10,0,0x00000001,2798456
models/heroes_wip/necro/materials/necro_gravestone_vmat_g_tnormalroughness_53b47c48.vtex_c,BC7,4,4,1,0,0x00000001,2320
models/heroes_wip/necro/materials/necro_gravestone_vmat_g_tnproutlinemask_2b2ebb3f.vtex_c,ATI1N,4,4,1,0,0x00000001,2024
models/heroes_wip/necro/materials/necro_gravestone_vmat_g_tnprtransmissivecolor_e8edad5e.vtex_c,BC7,4,4,1,0,0x00000001,2032
models/heroes_wip/necro/materials/necro_gravestone_vmat_g_ttintmaskrimlightmask_4ea53fc4.vtex_c,ATI2N,4,4,1,0,0x00000001,2240
models/heroes_wip/necro/materials/necro_hair_ao_tga_1d7803ac.vtex_c,ATI1N,2048,2048,3,0,0x00000001,2754752
models/heroes_wip/necro/materials/necro_hair_color_tga_3ee77326.vtex_c,BC7,2048,2048,10,0,0x00000001,5594704
models/heroes_wip/necro/materials/necro_hair_outline_mask_psd_46965dfa.vtex_c,ATI1N,4096,4096,11,0,0x00000001,11186924
models/heroes_wip/necro/materials/necro_hair_rough_tga_39b651e0.vtex_c,BC7,2048,2048,10,0,0x00000001,5594800
models/heroes_wip/necro/materials/necro_hair_vmat_g_tnprtransmissivecolor_8f34265c.vtex_c,BC7,4,4,1,0,0x00000001,2032
models/heroes_wip/necro/materials/necro_hair_vmat_g_ttintmaskrimlightmask_831b3fdc.vtex_c,ATI2N,4,4,1,0,0x00000001,2240
models/heroes_wip/necro/materials/necro_hand_ao_tga_8c7bbb4d.vtex_c,ATI1N,2048,2048,3,0,0x00000001,2754612
models/heroes_wip/necro/materials/necro_hand_color_tga_b2300f7f.vtex_c,BC7,2048,2048,10,0,0x00000001,5594548
models/heroes_wip/necro/materials/necro_hand_vmat_g_tnormalroughness_53b47c48.vtex_c,BC7,4,4,1,0,0x00000001,2320
models/heroes_wip/necro/materials/necro_hand_vmat_g_tnprtransmissivecolor_c987b5a.vtex_c,BC7,4,4,1,0,0x00000001,2032
models/heroes_wip/necro/materials/necro_hand_vmat_g_ttintmaskrimlightmask_4ea53fc4.vtex_c,ATI2N,4,4,1,0,0x00000001,2240
models/heroes_wip/necro/materials/necro_head_ao_tga_47c05b52.vtex_c,ATI1N,2048,2048,3,0,0x00000001,2754752
models/heroes_wip/necro/materials/necro_head_color_tga_e511dd15.vtex_c,BC7,2048,2048,10,0,0x00000001,5594704
models/heroes_wip/necro/materials/necro_head_vmat_g_tnormalroughness_58ee725f.vtex_c,BC7,4,4,1,0,0x00000001,2320
models/heroes_wip/necro/materials/necro_head_vmat_g_tnproutlinemask_c0e6f8d9.vtex_c,ATI1N,4,4,1,0,0x00000001,2024
models/heroes_wip/necro/materials/necro_head_vmat_g_tnprtransmissivecolor_23dacfd0.vtex_c,BC7,4,4,1,0,0x00000001,2032
models/heroes_wip/necro/materials/necro_head_vmat_g_ttintmaskrimlightmask_831b3fdc.vtex_c,ATI2N,4,4,1,0,0x00000001,2240
models/heroes_wip/necro/materials/necro_jar_glass_color_tga_c6d5a0ec.vtex_c,BC7,4096,1024,9,0,0x00000001,5594580
models/heroes_wip/necro/materials/necro_jar_glass_vmat_g_tambientocclusion_9782fd5c.vtex_c,ATI1N,4,4,1,0,0x00000001,2024
models/heroes_wip/necro/materials/necro_jar_glass_vmat_g_tnormalroughness_ce38f34.vtex_c,BC7,4,4,1,0,0x00000001,2320
models/heroes_wip/necro/materials/necro_jar_glass_vmat_g_ttintmaskrimlightmask_78f949b.vtex_c,ATI2N,4,4,1,0,0x00000001,2240
models/heroes_wip/necro/materials/necro_jar_of_dread_ao_tga_dc05d9d7.vtex_c,ATI1N,4096,4096,3,0,0x00000001,11012164
models/heroes_wip/necro/materials/necro_jar_of_dread_color_tga_7f34b26.vtex_c,BC7,4096,4096,11,0,0x00000001,22371780
models/heroes_wip/necro/materials/necro_jar_of_dread_outline_mask_psd_2e257466.vtex_c,ATI1N,4096,4096,11,0,0x00000001,11186924
models/heroes_wip/necro/materials/necro_jar_of_dread_rough_tga_421c190d.vtex_c,BC7,4096,4096,11,0,0x00000001,22371892
models/heroes_wip/necro/materials/necro_jar_of_dread_vmat_g_ttintmaskrimlightmask_58f6807d.vtex_c,ATI2N,4,4,1,0,0x00000001,2240
models/heroes_wip/necro/materials/necro_lace_skirt_ao_tga_b329972.vtex_c,ATI1N,1024,1024,3,0,0x00000001,690244
models/heroes_wip/necro/materials/necro_lace_skirt_color_tga_ce43e060.vtex_c,BC7,1024,1024,9,0,0x00000001,1400276
models/heroes_wip/necro/materials/necro_lace_skirt_vmat_g_tnormalroughness_ca6fc33b.vtex_c,BC7,4,4,1,0,0x00000001,2320
models/heroes_wip/necro/materials/necro_lace_skirt_vmat_g_tnprtransmissivecolor_5f6fe15d.vtex_c,BC7,4,4,1,0,0x00000001,2032
models/heroes_wip/necro/materials/necro_lace_skirt_vmat_g_ttintmaskrimlightmask_4ea53fc4.vtex_c,ATI2N,4,4,1,0,0x00000001,2240
models/heroes_wip/necro/materials/necro_lower_ao_tga_3f44318a.vtex_c,ATI1N,2048,2048,3,0,0x00000001,2754768
models/heroes_wip/necro/materials/necro_lower_color_tga_aff7c103.vtex_c,BC7,2048,2048,10,0,0x00000001,5594704
models/heroes_wip/necro/materials/necro_lower_rough_tga_4d1cd567.vtex_c,BC7,2048,2048,10,0,0x00000001,5594800
models/heroes_wip/necro/materials/necro_lower_vmat_g_tnproutlinemask_66f9a861.vtex_c,ATI1N,4,4,1,0,0x00000001,2024
models/heroes_wip/necro/materials/necro_lower_vmat_g_tnprtransmissivecolor_ec9af44d.vtex_c,BC7,4,4,1,0,0x00000001,2032
models/heroes_wip/necro/materials/necro_lower_vmat_g_ttintmaskrimlightmask_831b3fdc.vtex_c,ATI2N,4,4,1,0,0x00000001,2240
models/heroes_wip/necro/materials/necro_picker_effect_trans_psd_cf9bcf2d.vtex_c,BC7,2048,2048,10,0,0x00000001,5594532
models/heroes_wip/necro/materials/necro_picker_hand_effect_vmat_g_tambientocclusion_9782fd5c.vtex_c,ATI1N,4,4,1,0,0x00000001,2024
models/heroes_wip/necro/materials/necro_picker_hand_effect_vmat_g_tmetalness_e9052f71.vtex_c,ATI1N,4,4,1,0,0x00000001,2024
models/heroes_wip/necro/materials/necro_picker_hand_effect_vmat_g_tnormalroughness_d52512a9.vtex_c,BC7,4,4,1,0,0x00000001,2128
models/heroes_wip/necro/materials/necro_picker_hand_effect_vmat_g_tselfillummask_2b2ebb3f.vtex_c,ATI1N,4,4,1,0,0x00000001,2024
models/heroes_wip/necro/materials/necro_picker_hand_effect_vmat_g_ttintmask_2b2ebb3f.vtex_c,ATI1N,4,4,1,0,0x00000001,2024
models/heroes_wip/necro/materials/necro_shambler_ao_tga_23fdfcf5.vtex_c,ATI1N,2048,2048,3,0,0x00000001,2754768
models/heroes_wip/necro/materials/necro_shambler_color_tga_7b1de566.vtex_c,BC7,2048,2048,10,0,0x00000001,5594704
models/heroes_wip/necro/materials/necro_shambler_vmat_g_tnormalroughness_53b47c48.vtex_c,BC7,4,4,1,0,0x00000001,2320
models/heroes_wip/necro/materials/necro_shambler_vmat_g_tnproutlinemask_d4c4f3a9.vtex_c,ATI1N,4,4,1,0,0x00000001,2024
models/heroes_wip/necro/materials/necro_shambler_vmat_g_tnprtransmissivecolor_337e62d.vtex_c,BC7,4,4,1,0,0x00000001,2032
models/heroes_wip/necro/materials/necro_shambler_vmat_g_ttintmaskrimlightmask_3b5355a3.vtex_c,ATI2N,4,4,1,0,0x00000001,2240
models/heroes_wip/necro/materials/necro_upper_ao_tga_b74dd437.vtex_c,ATI1N,2048,2048,3,0,0x00000001,2754768
models/heroes_wip/necro/materials/necro_upper_color_tga_6b91bc0d.vtex_c,BC7,2048,2048,10,0,0x00000001,5594704
models/heroes_wip/necro/materials/necro_upper_rough_tga_9b2bb6df.vtex_c,BC7,2048,2048,10,0,0x00000001,5594800
models/heroes_wip/necro/materials/necro_upper_shadow_tga_837ec4bf.vtex_c,BC7,2048,2048,10,0,0x00000001,5594656
models/heroes_wip/necro/materials/necro_upper_vmat_g_tnproutlinemask_d4c4f3a9.vtex_c,ATI1N,4,4,1,0,0x00000001,2024
models/heroes_wip/necro/materials/necro_upper_vmat_g_ttintmaskrimlightmask_831b3fdc.vtex_c,ATI2N,4,4,1,0,0x00000001,2240
models/heroes_wip/pocket/materials/pocket_body_ao_png_60544038.vtex_c,ATI1N,4096,4096,3,0,0x00000001,11012148
models/heroes_wip/pocket/materials/pocket_body_color_png_abb95185.vtex_c,BC7,4096,4096,11,0,0x00000001,22371780
models/heroes_wip/pocket/materials/pocket_body_rough_png_4e5a8686.vtex_c,BC7,4096,4096,11,0,0x00000001,22371876
models/heroes_wip/pocket/materials/pocket_body_vmat_g_tnprtransmissivecolor_fa04fcee.vtex_c,BC7,4,4,1,0,0x00000001,2032
models/heroes_wip/pocket/materials/pocket_briefcase_mist_mask_psd_7f3bc00f.vtex_c,ATI1N,1024,1024,9,0,0x00000001,701164
models/heroes_wip/pocket/materials/pocket_briefcase_mist_mask_psd_f3ca243.vtex_c,BC7,1024,1024,9,0,0x00000001,1400228
models/heroes_wip/pocket/materials/pocket_hair_vmat_g_tcolor_a918047f.vtex_c,BC7,4,4,1,0,0x00000001,2240
models/heroes_wip/pocket/materials/pocket_hair_vmat_g_tnormalroughness_48daed6f.vtex_c,BC7,4,4,1,0,0x00000001,2320
models/heroes_wip/pocket/materials/pocket_hair_vmat_g_tnproutlinemask_2b2ebb3f.vtex_c,ATI1N,4,4,1,0,0x00000001,2024
models/heroes_wip/pocket/materials/pocket_hair_vmat_g_ttintmaskrimlightmask_4c581a98.vtex_c,ATI2N,4,4,1,0,0x00000001,2032
models/heroes_wip/pocket/materials/pocket_head_ao_png_94b0507.vtex_c,ATI1N,2048,2048,3,0,0x00000001,2754612
models/heroes_wip/pocket/materials/pocket_head_color_png_19946147.vtex_c,BC7,2048,2048,10,0,0x00000001,5594564
models/heroes_wip/pocket/materials/pocket_head_rough_png_147c8fae.vtex_c,BC7,2048,2048,10,0,0x00000001,5594660
models/heroes_wip/pocket/materials/pocket_head_vmat_g_tnproutlinemask_b27270fd.vtex_c,ATI1N,4,4,1,0,0x00000001,2024
models/heroes_wip/pocket/materials/pocket_head_vmat_g_tnprtransmissivecolor_10a08f94.vtex_c,BC7,4,4,1,0,0x00000001,2032
models/heroes_wip/pocket/materials/pocket_vertcolor_vmat_g_tcolor_498635a.vtex_c,BC7,4,4,1,0,0x00000001,2240
models/heroes_wip/pocket/materials/pocket_vertcolor_vmat_g_tnormalroughness_48daed6f.vtex_c,BC7,4,4,1,0,0x00000001,2320
models/heroes_wip/pocket/materials/pocket_vertcolor_vmat_g_tnproutlinemask_2b2ebb3f.vtex_c,ATI1N,4,4,1,0,0x00000001,2024
models/heroes_wip/pocket/materials/pocket_vertcolor_vmat_g_ttintmaskrimlightmask_4c581a98.vtex_c,ATI2N,4,4,1,0,0x00000001,2032
models/heroes_wip/pocket/pocket/frog_lod1_vmorf.vtex_c,RGBA8888,119,119,1,0,0x00000001,58712
models/heroes_wip/pocket/pocket/frog_lod2_vmorf.vtex_c,RGBA8888,96,96,1,0,0x00000001,38932
models/heroes_wip/pocket/pocket/frog_vmorf.vtex_c,RGBA8888,171,171,1,0,0x00000001,119032
models/heroes_wip/priest/materials/eye_shadow_trans_png_2ea3151a.vtex_c,BC7,256,256,7,0,0x00000001,89492
models/heroes_wip/priest/materials/priest_armor_vmat_g_tnormalroughness_191450cc.vtex_c,BC7,4,4,1,0,0x00000001,2320
models/heroes_wip/priest/materials/priest_armor_vmat_g_ttintmaskrimlightmask_f739107d.vtex_c,ATI2N,4,4,1,0,0x00000001,2240
models/heroes_wip/priest/materials/priest_body_vmat_g_tnormalroughness_191450cc.vtex_c,BC7,4,4,1,0,0x00000001,2320
models/heroes_wip/priest/materials/priest_body_vmat_g_ttintmaskrimlightmask_f739107d.vtex_c,ATI2N,4,4,1,0,0x00000001,2240
models/heroes_wip/priest/materials/priest_crossbow_ao_tga_17178b46.vtex_c,ATI1N,2048,2048,3,0,0x00000001,2754768
models/heroes_wip/priest/materials/priest_crossbow_color_tga_dcc7d74d.vtex_c,BC7,2048,2048,10,0,0x00000001,5594704
models/heroes_wip/priest/materials/priest_crossbow_rough_tga_dc0e35a4.vtex_c,BC7,2048,2048,10,0,0x00000001,5594736
models/heroes_wip/priest/materials/priest_eye_color_psd_47b47ada.vtex_c,BC7,2048,2048,10,0,0x00000001,5594564
models/heroes_wip/priest/materials/priest_eye_shadow_vmat_g_tnormalroughness_53b47c48.vtex_c,BC7,4,4,1,0,0x00000001,2320
models/heroes_wip/priest/materials/priest_eyes_vmat_g_tambientocclusion_9782fd5c.vtex_c,ATI1N,4,4,1,0,0x00000001,2024
models/heroes_wip/priest/materials/priest_eyes_vmat_g_tnormalroughness_191450cc.vtex_c,BC7,4,4,1,0,0x00000001,2320
models/heroes_wip/priest/materials/priest_eyes_vmat_g_tnproutlinemask_84b93aef.vtex_c,ATI1N,4,4,1,0,0x00000001,2024
models/heroes_wip/priest/materials/priest_eyes_vmat_g_tnprtransmissivecolor_ffc09775.vtex_c,BC7,4,4,1,0,0x00000001,2032
models/heroes_wip/priest/materials/priest_eyes_vmat_g_ttintmaskrimlightmask_473148f4.vtex_c,ATI2N,4,4,1,0,0x00000001,2240
models/heroes_wip/priest/materials/priest_gun_ao_tga_79166559.vtex_c,ATI1N,4096,4096,3,0,0x00000001,11012148
models/heroes_wip/priest/materials/priest_gun_color_tga_15d041d7.vtex_c,BC7,4096,4096,11,0,0x00000001,22371764
models/heroes_wip/priest/materials/priest_gun_crossbow_vmat_g_tnprtransmissivecolor_61f84667.vtex_c,BC7,4,4,1,0,0x00000001,2032
models/heroes_wip/priest/materials/priest_gun_crossbow_vmat_g_ttintmaskrimlightmask_67609e69.vtex_c,ATI2N,4,4,1,0,0x00000001,2240
models/heroes_wip/priest/materials/priest_gun_rough_tga_7f4a5cdd.vtex_c,BC7,4096,4096,11,0,0x00000001,22371876
models/heroes_wip/priest/materials/priest_gun_vmat_g_tnproutlinemask_45c31d9b.vtex_c,ATI1N,4,4,1,0,0x00000001,2024
models/heroes_wip/priest/materials/priest_gun_vmat_g_tnprtransmissivecolor_39990fc4.vtex_c,BC7,4,4,1,0,0x00000001,2032
models/heroes_wip/priest/materials/priest_gun_vmat_g_ttintmaskrimlightmask_7429c4cb.vtex_c,ATI2N,4,4,1,0,0x00000001,2240
models/heroes_wip/priest/materials/priest_hair_ao_tga_ff52906c.vtex_c,ATI1N,2048,2048,3,0,0x00000001,2754612
models/heroes_wip/priest/materials/priest_hair_color_tga_7031ea2f.vtex_c,BC7,2048,2048,10,0,0x00000001,5594564
models/heroes_wip/priest/materials/priest_hair_vmat_g_tnormalroughness_191450cc.vtex_c,BC7,4,4,1,0,0x00000001,2320
models/heroes_wip/priest/materials/priest_hair_vmat_g_tnproutlinemask_befc75d0.vtex_c,ATI1N,4,4,1,0,0x00000001,2024
models/heroes_wip/priest/materials/priest_hair_vmat_g_tnprtransmissivecolor_ffc09775.vtex_c,BC7,4,4,1,0,0x00000001,2032
models/heroes_wip/priest/materials/priest_hair_vmat_g_ttintmaskrimlightmask_7429c4cb.vtex_c,ATI2N,4,4,1,0,0x00000001,2240
models/heroes_wip/priest/materials/priest_head_color_png_dbcd2e39.vtex_c,BC7,2048,2048,10,0,0x00000001,5594564
models/heroes_wip/priest/materials/priest_head_color_tga_407980d.vtex_c,BC7,4096,2048,10,0,0x00000001,11186964
models/heroes_wip/priest/materials/priest_head_normal_psd_9eeb9741.vtex_c,BC7,4096,4096,11,0,0x00000001,22371796
models/heroes_wip/priest/materials/priest_head_v2_vmat_g_tnormalroughness_191450cc.vtex_c,BC7,4,4,1,0,0x00000001,2320
models/heroes_wip/priest/materials/priest_head_v2_vmat_g_tnproutlinemask_84b93aef.vtex_c,ATI1N,4,4,1,0,0x00000001,2024
models/heroes_wip/priest/materials/priest_head_v2_vmat_g_tnprtransmissivecolor_8ae7a2eb.vtex_c,BC7,4,4,1,0,0x00000001,2032
models/heroes_wip/priest/materials/priest_head_v2_vmat_g_ttintmaskrimlightmask_cbee1778.vtex_c,ATI2N,4,4,1,0,0x00000001,2240
models/heroes_wip/priest/materials/priest_lower_ao_tga_13ad442a.vtex_c,ATI1N,2048,2048,3,0,0x00000001,2754768
models/heroes_wip/priest/materials/priest_lower_color_tga_9b9ec273.vtex_c,BC7,2048,2048,10,0,0x00000001,5594704
models/heroes_wip/priest/materials/priest_lower_rough_tga_1785e7b6.vtex_c,BC7,2048,2048,10,0,0x00000001,5594800
models/heroes_wip/priest/materials/priest_lower_shadow_tga_12e2a51a.vtex_c,BC7,2048,2048,10,0,0x00000001,5594656
models/heroes_wip/priest/materials/priest_lower_vmat_g_tnproutlinemask_389f3f12.vtex_c,ATI1N,4,4,1,0,0x00000001,2024
models/heroes_wip/priest/materials/priest_lower_vmat_g_ttintmaskrimlightmask_53ec34d1.vtex_c,ATI2N,4,4,1,0,0x00000001,2240
models/heroes_wip/priest/materials/priest_shotgun_ao_tga_9eb88b34.vtex_c,ATI1N,2048,2048,3,0,0x00000001,2754612
models/heroes_wip/priest/materials/priest_shotgun_color_tga_e741ba20.vtex_c,BC7,2048,2048,10,0,0x00000001,5594564
models/heroes_wip/priest/materials/priest_shotgun_rough_tga_e214cc0e.vtex_c,BC7,2048,2048,10,0,0x00000001,5594660
models/heroes_wip/priest/materials/priest_shotgun_vmat_g_tnproutlinemask_befc75d0.vtex_c,ATI1N,4,4,1,0,0x00000001,2024
models/heroes_wip/priest/materials/priest_shotgun_vmat_g_tnprtransmissivecolor_ffc09775.vtex_c,BC7,4,4,1,0,0x00000001,2032
models/heroes_wip/priest/materials/priest_shotgun_vmat_g_ttintmaskrimlightmask_7429c4cb.vtex_c,ATI2N,4,4,1,0,0x00000001,2240
models/heroes_wip/priest/materials/priest_stake_color_tga_900f9796.vtex_c,BC7,1024,2048,9,0,0x00000001,2798308
models/heroes_wip/priest/materials/priest_stake_vmat_g_tambientocclusion_9782fd5c.vtex_c,ATI1N,4,4,1,0,0x00000001,2024
models/heroes_wip/priest/materials/priest_stake_vmat_g_tnormalroughness_d52512a9.vtex_c,BC7,4,4,1,0,0x00000001,2128
models/heroes_wip/priest/materials/priest_stake_vmat_g_tnprtransmissivecolor_61f84667.vtex_c,BC7,4,4,1,0,0x00000001,2032
models/heroes_wip/priest/materials/priest_stake_vmat_g_ttintmaskrimlightmask_4ea53fc4.vtex_c,ATI2N,4,4,1,0,0x00000001,2240
models/heroes_wip/priest/materials/priest_teeth_color_psd_f8f69ec4.vtex_c,BC7,2048,2048,10,0,0x00000001,5594516
models/heroes_wip/priest/materials/priest_teeth_vmat_g_tambientocclusion_9782fd5c.vtex_c,ATI1N,4,4,1,0,0x00000001,2024
models/heroes_wip/priest/materials/priest_teeth_vmat_g_tnormalroughness_927749e3.vtex_c,BC7,4,4,1,0,0x00000001,2128
models/heroes_wip/priest/materials/priest_teeth_vmat_g_tnprtransmissivecolor_32ea1362.vtex_c,BC7,4,4,1,0,0x00000001,2032
models/heroes_wip/priest/materials/priest_teeth_vmat_g_tselfillummask_73100e5a.vtex_c,ATI1N,4,4,1,0,0x00000001,2024
models/heroes_wip/priest/materials/priest_teeth_vmat_g_ttintmaskrimlightmask_1b18fef3.vtex_c,ATI2N,4,4,1,0,0x00000001,2032
models/heroes_wip/priest/materials/priest_trap_ao_tga_5475b797.vtex_c,ATI1N,1024,1024,3,0,0x00000001,690384
models/heroes_wip/priest/materials/priest_trap_color_tga_58f74b9c.vtex_c,BC7,1024,1024,9,0,0x00000001,1400352
models/heroes_wip/priest/materials/priest_trap_gem_vmat_g_tambientocclusion_9782fd5c.vtex_c,ATI1N,4,4,1,0,0x00000001,2024
models/heroes_wip/priest/materials/priest_trap_gem_vmat_g_tcolor_7a77ebf.vtex_c,BC7,4,4,1,0,0x00000001,2032
models/heroes_wip/priest/materials/priest_trap_gem_vmat_g_tnormalroughness_47660df.vtex_c,BC7,4,4,1,0,0x00000001,2320
models/heroes_wip/priest/materials/priest_trap_gem_vmat_g_tnproutlinemask_45c31d9b.vtex_c,ATI1N,4,4,1,0,0x00000001,2024
models/heroes_wip/priest/materials/priest_trap_gem_vmat_g_tnprtransmissivecolor_3ef99f5e.vtex_c,BC7,4,4,1,0,0x00000001,2032
models/heroes_wip/priest/materials/priest_trap_gem_vmat_g_tselfillummask_2b2ebb3f.vtex_c,ATI1N,4,4,1,0,0x00000001,2024
models/heroes_wip/priest/materials/priest_trap_gem_vmat_g_ttintmaskrimlightmask_7429c4cb.vtex_c,ATI2N,4,4,1,0,0x00000001,2240
models/heroes_wip/priest/materials/priest_trap_vmat_g_tnormalroughness_a42c2cc6.vtex_c,BC7,4,4,1,0,0x00000001,2320
models/heroes_wip/priest/materials/priest_trap_vmat_g_tnproutlinemask_45c31d9b.vtex_c,ATI1N,4,4,1,0,0x00000001,2024
models/heroes_wip/priest/materials/priest_trap_vmat_g_tnprtransmissivecolor_d3591d18.vtex_c,BC7,4,4,1,0,0x00000001,2032
models/heroes_wip/priest/materials/priest_trap_vmat_g_tselfillummask_73100e5a.vtex_c,ATI1N,4,4,1,0,0x00000001,2024
models/heroes_wip/priest/materials/priest_trap_vmat_g_ttintmaskrimlightmask_7429c4cb.vtex_c,ATI2N,4,4,1,0,0x00000001,2240
models/heroes_wip/priest/materials/priest_upper_ao_tga_af01438b.vtex_c,ATI1N,2048,2048,3,0,0x00000001,2754768
models/heroes_wip/priest/materials/priest_upper_color_tga_b7f9d37d.vtex_c,BC7,2048,2048,10,0,0x00000001,5594704
models/heroes_wip/priest/materials/priest_upper_rough_tga_15a67aa9.vtex_c,BC7,2048,2048,10,0,0x00000001,5594800
models/heroes_wip/priest/materials/priest_upper_shadow_tga_501c1038.vtex_c,BC7,2048,2048,10,0,0x00000001,5594656
models/heroes_wip/priest/materials/priest_upper_vmat_g_tnproutlinemask_2b2ebb3f.vtex_c,ATI1N,4,4,1,0,0x00000001,2024
models/heroes_wip/priest/materials/priest_upper_vmat_g_ttintmaskrimlightmask_f8628b7.vtex_c,ATI2N,4,4,1,0,0x00000001,2240
models/heroes_wip/priest/materials/priest_vertex_color_vmat_g_tnormalroughness_191450cc.vtex_c,BC7,4,4,1,0,0x00000001,2320
models/heroes_wip/priest/materials/priest_vertex_color_vmat_g_ttintmaskrimlightmask_f739107d.vtex_c,ATI2N,4,4,1,0,0x00000001,2240
models/heroes_wip/punkgoat/materials/anarchylogo_emissive_psd_793f527d.vtex_c,DXT1,2048,2048,1,0,0x00000001,2099268
models/heroes_wip/punkgoat/materials/anarchylogo_normal_psd_d5cc82fe.vtex_c,BC7,2048,2048,10,0,0x00000001,5594596
models/heroes_wip/punkgoat/materials/anarchylogo_psd_2c25f9f2.vtex_c,BC7,2048,2048,10,0,0x00000001,5594532
models/heroes_wip/punkgoat/materials/punkgoat_arms_ao_png_b704325.vtex_c,ATI1N,2048,2048,3,0,0x00000001,2754612
models/heroes_wip/punkgoat/materials/punkgoat_arms_color_png_f24e0052.vtex_c,BC7,2048,2048,10,0,0x00000001,5594564
models/heroes_wip/punkgoat/materials/punkgoat_arms_vmat_g_tnormalroughness_bbc85d2.vtex_c,BC7,4,4,1,0,0x00000001,2320
models/heroes_wip/punkgoat/materials/punkgoat_arms_vmat_g_tnprtransmissivecolor_110629ba.vtex_c,BC7,4,4,1,0,0x00000001,2032
models/heroes_wip/punkgoat/materials/punkgoat_bat_ao_png_b2b0ba0a.vtex_c,ATI1N,2048,1024,3,0,0x00000001,1378356
models/heroes_wip/punkgoat/materials/punkgoat_bat_color_png_eec10a14.vtex_c,BC7,2048,1024,9,0,0x00000001,2798340
models/heroes_wip/punkgoat/materials/punkgoat_bat_color_psd_388a91a1.vtex_c,BC7,2048,1024,9,0,0x00000001,2798292
